pp,response_id,color_drink,color_drink_coded_1,color_drink_coded_2,color_drink_coded_3,color_health,color_health_coded_1,color_health_coded_2,color_health_coded_3,color_own,Color_own_coded_1,Color_own_coded_2,Color_own_coded_3
1026,R_ZFhGGexe5WMk1Wh,"I think that the more you drink, the more diluted in colour your urine is.",concentration,amount,,"Probably, it can show if you've had damage to your kidneys so it must be able to indicate your health in some way.",organ,color,,"It does, if its dark in colour I'll go out of my way to drink more water during the day.",drink_more,,
1027,R_2wKoeS4ww6CFySi,dark in the morning but lighter during the day is good,N/A,,,it is conected,N/A,,,if its dark during the day I will drink an extra glass of water,drink_more,,
1028,R_2sTPfsBmqJDwP5n,Dark colour suggests dehydration and not drinking enough water.,hydration,amount,,I think the darker the colour the less healthy they are. I personally think I need to drink more water.,color,hydration,,It doesn't affect my behaviour though I think it should.,no_effect,,
1029,R_2TOfqhfMzbgDFqf,"If it's a darker colour, it suggests they are not drinking enough",amount,,,Dark urine could indicate problems with your urinary system,disease,,,It doesn't and I don't give it much thought,no_effect,,
1030,R_e3YLP7ptnGnFa4V,"The paler the yellow, the more hydrated a person is",hydration,,,I think urine should be as pale as possible for optimal health,color,,,"If it is dark, I try to drink some water immediately",drink_more,,
1031,R_2q3LUr6t7aisfGQ,The darker the colour the more dehydrated you are so you need to drink more,hydration,,,Keeping urine clear is good for your all round health. Blood in urine is bad,color,,,If my urine is a darker colour i will drink more,drink_more,,
1032,R_32IPOmry7gDpMYI,Dark orange,N/A,,,not sure,N/A,,,If it is dark i drink more water and cut out tea/coffee for a bit,drink_more,,
1033,R_2WVblY979hpA3hL,How hydrated or dehydrated they are,hydration,,,"The darker it is, the more health issues",color,,,"If it's dark, I drink more fluids",drink_more,,
1034,R_1GBSJ5gSuQleFwt,it is related to drinks that are bad for your help.,diet,,,if it is dark coloured they are not healthy.,color,,,sometimes when it is really dark it is a sign to start being heathier.,awareness,,
1035,R_1M00Ulr508BJRSO,"The more you drink the lighter the urine will be and the less you drink the darker the urine will be. So if you drink consistently during the day, you should have light urine. If you fail to drink enough during the day your urine will be a lot darker.",amount,,,"Dark urine is not good for your health, it shows you could be de-hydrated or have another illness. If your urine is clear, it shows you are hydrated and possibly more healthy.",color,hydration,disease,"If your urine is darker, you should start drinking more consistantly at set times or seek medical advice. I drink more if it is darker.",N/A,,
1036,R_3Rl25ef1x3J3ZHZ,Yes you can tell from colour of uraine if someone drinks too much  or too little fluid. It also shows if there is dehydration symptoms.,amount,hydration,,The colour of someone's urine indicates if there is a problem with organs or if there is for example infection e.g. UTI which needs to be treated urgently.,organ,,,I know I need to drink more water and less coffee. My plan is to cut coffee intake and have only 1 cup but it did not happened yesterday.,awareness,,
1037,R_1BS17uX3Z7scEO1,I think the lighter your urine is the more dehydrated you are,hydration,,,I think the darker your urine is the more healthier you are,color,,,I find my urine tends to the stay the same colour throughout the day,no_effect,,
1038,R_eQo5cmHRFrL54WZ,The clearer the more water,amount,,,yes,N/A,,,Not really,no_effect,,
1039,R_2dZ0FsGG8MjGvGY,It can be an indicator for dehydration - or not consuming enough water,hydration,amount,,If the colour is too dark an indication of a health problem,disease,,,"If my urine is too dark I will drink more water, especially in a warmer climate",drink_more,,
1040,R_1LGnjgMlnFvhEQc,The darker it is the more dehydrated they are.,hydration,,,It should be a healthy light colour so it would show if people have a health issue.,color,disease,,I drink more if my urine is dark.,drink_more,,
1041,R_1H6n9SM7VJ1hS16,I think the light the colour of urine it generally means they're more hydrated,hydration,,,I think if it's particularly dark it probably means they're somewhat unhealthy,color,,,If my urine is darker than normal i'll make sure to drink a glass of water asap,drink_more,,
1042,R_22KVuDwkWWlvFYx,The darker it is the more dehydrated you are. Clear means well hydrated.,hydration,amount,,It's not healthy to be dehydrated for long periods so can cause ill health,hydration,disease,,I keep an eye on it to make sure I'm keeping hydrated.,awareness,,
1043,R_3JE6bGipOnYrAoO,Usually the lighter it is the more hydrated you are. Clear is over hydrated though.,hydration,,,"If theyre severely dehydrated, urine is usually dark yellow so thats a good indicator",hydration,color,,It doesn't,no_effect,,
1044,R_1QbmiKJGHAInm2j,The darker it is the more dehydrated you are,hydration,,,If it's dark it shows they aren't getting enough nutrients,N/A,,,if I think it's dark I drink more water,drink_more,,
1045,R_1in5Bf9TLwo6yDW,"alot, shows how hydrated they are.",hydration,,,"alot, shows liquid intake",hydration,,,more colour then i tend to make sure to drink more fluids.,drink_more,,
1046,R_3QDcamVdRPxFQn0,if it is dark they are dehydrated,hydration,,,darker means more dehydrated and unhealthy,hydration,color,,would try to drink more if dehydrated,drink_more,,
1047,R_2as15xe7gTkTRox,darker colour means lack of fluids I think,amount ,,,darker colour I think is a cause for concern,color,,,does not really concern me,no_effect,,
1048,R_DrbidK1reM0hH9L,"Generally, if the color is darker then this would indicate possible dehydration where as the lighter the color the more hydrated the body is.",hydration,amount,,lighter colors would generally come across as healthier to my,color,,,generally apart from the first one on the morning if my urine color is darker i would be tempted to drink more to make sure i am well hydrated.,drink_more,,
1050,R_2PhTHsLPAyfj2Jc,I think the darkness of the urine reflects how long since their last urination.,hydration,,,If it's too dark they should perhaps be drinking more. If that doesn't help they should maybe ask a doctor.,hydration,color,,"I don't think much about the colour of my urine, nor does it affect my drinking behaviour.",no_effect,,
1051,R_UzNyi4iomKPxTYR,Dark urine indicates dehydration.,hydration,,,It can indicate your level of health.,color,,,It doesn't.,no_effect,,
1052,R_3Db6ybmL9InraJE,"Yes, more water consumed the lighter it is. If they drink a lot of drinks that aren't pure water it'll be darker.",amount,diet,,It could reflect the lack of water that they're drinking.,hydration,,,It could make someone more conscious about how much juice /fizz drinks they consume and be compelled to consume more water.,N/A,,
1053,R_3LciObH1pgLxTjh,"i think the closer to light/clear yellow, the closer they are to ideal water intake",hydration,amount,,the lighter the better their health usually is,color,,,"not often, but if it's unusually, notably dark i will consciously make sure i drink more",no_effect,,
1054,R_qydVdAMqWRbNKfv,Darker colurs means less well hydrated.,hydration,,,Darker is worse but it could be temporary.,color,,,I would be unlikely to think about it much.,no_effect,,
1055,R_0CUGGsyeuwNOlG1,I used to think that if you only drink water then your urine would be clear but since i have only started drinking only water this is not the case some days i still have kind of dark urine.  So my guess is it has a lot to do with what you eat as well.,diet,,,Clearer the urine the more healthy the person.,color,,,Not really when i used to drink beer my urine would be dark same with tea or coffee. Now i only drink water and it is clear most days but some days it is a little bit dark.,no_effect,,
1056,R_2qldrTgUf1Wn9fz,the darker it is the less hydrated they are,hydration,,,The same the less they drin the darker it is,color,,,Doesn't really effect my behaviour,no_effect,,
1057,R_2xz62OsvvAL9BxZ,"Moreso affected by volume of water drank rather than how much drank overall - ie. drinking a lot of water will make it clearer, lack of water will make it darker",amount,,,"Doesn't necessarily mean a person is unhealthy, but does perhaps signal something is 'wrong' eg. dehydration, infection etc",hydration,,,If it's darker it will make me think about drinking more water,drink_more,,
1058,R_77LpZ1rGOSXJCEN,"its a good indicator of your hydration levels, mine were rubbish yesterday, too busy to remember to drink my water.",hydration,,,Im not sure,N/A,,,If its very dark i make an effort to drink more,drink_more,,
1059,R_2ZDHjW4LsVZrVDd,"the darker the urine, the less water they have drunk - more concentrated.",amount ,concentration,,"if you dont drink enough there can be all kinds of issues - ie kidney problems, even confusion as the brain needs fluid",hydration,organ,,if its too dark ill drink water,drink_more,,
1060,R_3I9LMKLXvTt8Wu2,The more they drink the lighter in colour their urine will be.,amount,,,"Not sure, darker urine can indicate dehydration or insufficient fluid intake but I don't know what more it means in relation to general health.",hydration,color,,"It doesn't usually. I am aware that my urine is darker first thing in the morning so I make sure to drink enough to rehydrate in the morning but that's routine, doesn't really vary day to day. The rest of the time my urine is light coloured. If I notice that my urine is a bit darker at another time of day I might have another drink to rehydrate but that doesn't happen very often.",no_effect,,
